subject,list,object,objectPair,condition,responses,afc,pas,pas2
14,1,6,3,2,column,1,0,0
14,1,64,107,4,clock,1,3,3
14,1,179,177,4,bandage,1,3,3
14,1,100,124,1,solar panel,1,NA,0
14,1,163,161,1,sneaker,0,0,NA
14,2,85,25,2,screw,1,3,0
14,2,111,125,3,spring,1,0,1
14,2,189,19,3,recorder,1,NA,1
14,2,166,129,4,cane,1,0,3
14,2,183,185,1,steering wheel,1,1,NA
14,2,37,112,2,cpmb,1,0,0
14,2,102,110,4,razor,1,3,3
14,2,137,28,1,flask,0,1,NA
14,2,129,166,4,knot,1,3,3
14,2,110,102,4,saddle,0,0,2
14,2,28,137,1,chair,0,1,NA
14,2,185,183,1,microphone,0,NA,NA
14,2,25,85,2,calculator,1,0,0
14,2,19,189,3,necklace,1,NA,1
14,2,125,111,3,corkscrew,1,0,1
14,2,112,37,2,rake,1,3,0
14,3,31,47,3,cellphone,1,3,3
14,3,126,167,1,chair,0,NA,NA
14,3,192,133,1,ladder,1,1,1
14,3,30,69,4,cane,1,2,3
14,3,52,26,3,hinge,1,0,0
14,3,61,121,2,wallet,0,0,0
14,3,66,95,4,wallet,1,1,0
14,3,147,146,2,teeth,0,NA,NA
14,3,26,52,3,camera,1,NA,NA
14,3,133,192,1,guitar,0,1,2
14,3,121,61,2,mug,1,3,3
14,3,47,31,3,cellphone,0,NA,NA
14,3,69,30,4,umbrella,1,0,0
14,3,95,66,4,shoe,1,1,1
14,3,146,147,2,hinge,1,3,3
14,3,167,126,1,cellphone,1,0,0
14,4,155,141,4,lamp,1,1,3
14,4,7,119,4,battery,1,0,3
14,4,187,2,3,purse,0,NA,0
14,4,99,56,3,saw,1,0,3
14,4,139,14,1,chopsticks,1,0,0
14,4,113,76,2,radio,1,NA,0
14,4,34,4,2,chessboard,0,3,0
14,4,80,50,1,table,1,3,1
14,4,141,155,4,purse,1,1,0
14,4,50,80,1,dresser,1,3,0
14,4,2,187,3,backpack,1,0,1
14,4,4,34,2,couch,1,NA,1
14,4,76,113,2,thimble,0,NA,1
14,4,56,99,3,strainer,1,2,NA
14,4,119,7,4,pill,1,0,NA
14,4,14,139,1,binaculars,0,3,3
14,5,143,128,3,high heels,1,1,1
14,5,71,20,3,can opener,1,1,1
14,5,88,40,2,spoon,1,0,0
14,5,32,122,1,chain,1,NA,0
14,5,44,43,1,baby pen,1,1,1
14,5,103,11,4,rug,1,3,3
14,5,150,156,2,hat,1,0,NA
14,5,98,78,4,scarf,1,0,0
14,5,40,88,2,hat,1,3,3
14,5,122,32,1,fish hookm,0,3,3
14,5,128,143,3,high heels,0,0,0
14,5,20,71,3,mug,1,0,0
14,5,11,103,4,bib,1,NA,0
14,5,43,44,1,rolling pin,1,3,3
14,5,156,150,2,icecube tray,1,1,0
14,5,78,98,4,sweater,1,0,NA
14,6,154,176,3,spoon,1,0,NA
14,6,72,89,2,towel,1,1,0
14,6,165,45,3,table,1,1,1
14,6,104,1,4,rolling pin,1,3,3
14,6,62,123,4,piycher,1,3,NA
14,6,174,131,1,pants,1,0,2
14,6,13,16,2,binder,1,0,3
14,6,79,59,1,glasses,0,0,1
14,6,1,104,4,teapot,1,3,3
14,6,89,72,2,sponge,1,0,0
14,6,16,13,2,book,1,0,NA
14,6,123,62,4,helmet,1,NA,0
14,6,45,165,3,stool,1,3,2
14,6,131,174,1,glove,0,1,0
14,6,176,154,3,paperclip,1,0,NA
14,6,59,79,1,glasses,0,NA,3
14,7,188,186,1,record,0,2,2
14,7,117,135,3,airplane,1,NA,NA
14,7,172,170,4,paintbrush,1,0,0
14,7,145,15,1,speaker,0,3,3
14,7,60,191,4,cable,1,NA,NA
14,7,90,57,2,speaker,1,NA,NA
14,7,53,23,2,purse,0,3,3
14,7,58,74,3,ring,1,0,0
14,7,23,53,2,stair,0,3,3
14,7,15,145,1,boat,0,2,2
14,7,191,60,4,cable,0,1,1
14,7,74,58,3,wheel,1,0,0
14,7,135,117,3,cane,1,3,3
14,7,186,188,1,lamp,0,NA,0
14,7,170,172,4,notebooj,1,0,0
14,7,57,90,2,circuit,1,1,2
14,8,151,97,4,key,1,3,0
14,8,39,18,2,binder,0,3,0
14,8,8,153,1,bed,1,NA,2
14,8,81,96,4,stroller,1,0,1
14,8,159,162,2,clock,0,0,NA
14,8,157,33,3,hatchet,1,2,1
14,8,73,68,1,candelabra,1,0,3
14,8,144,140,3,marker,0,3,3
14,8,162,159,2,helmet,0,3,NA
14,8,33,157,3,chair,1,NA,0
14,8,68,73,1,vase,0,NA,0
14,8,97,151,4,scissors,1,2,3
14,8,18,39,2,binder,1,1,1
14,8,140,144,3,hammer,1,2,3
14,8,96,81,4,truck,1,0,0
14,8,153,8,1,crowbar,0,0,0
15,1,177,179,1,napkin,0,0,0
15,1,118,115,4,speaker,1,3,3
15,1,107,64,1,mug,1,NA,NA
15,1,3,6,3,cup,1,2,2
15,1,124,100,2,magnifying glass,1,3,3
15,1,86,29,3,purse,1,2,3
15,1,181,184,4,clipboard,1,3,3
15,1,161,163,2,pen,1,3,3
15,1,115,118,4,notebook,1,3,3
15,1,6,3,3,bathroom wall rod,1,1,2
15,1,163,161,2,boot,1,2,2
15,1,179,177,1,ace bandage,0,0,NA
15,1,29,86,3,candle holder,1,2,2
15,1,184,181,4,stone shower wall,1,3,3
15,1,64,107,1,timer,1,NA,NA
15,1,100,124,2,satellitr,1,2,3
15,2,183,185,2,nail clippers,1,3,3
15,2,111,125,4,baby rattle,1,3,3
15,2,137,28,2,cookie,0,NA,3
15,2,37,112,3,comb,1,3,2
15,2,85,25,3,cane,1,3,2
15,2,166,129,1,beef jerky,0,2,NA
15,2,102,110,1,silk,1,0,1
15,2,189,19,4,knife,1,3,3
15,2,28,137,2,candle,1,3,3
15,2,19,189,4,bead jewelery,0,NA,2
15,2,129,166,1,glove,0,NA,NA
15,2,185,183,2,table or chair leg,1,3,3
15,2,110,102,1,spoon,0,3,NA
15,2,125,111,4,corkscrew,0,2,2
15,2,25,85,3,calculator,1,2,2
15,2,112,37,3,rake,1,2,2
15,3,61,121,3,spoon,1,NA,0
15,3,66,95,1,seat,1,3,3
15,3,52,26,4,scale,1,NA,NA
15,3,31,47,4,calculator,1,2,2
15,3,30,69,1,cane,1,3,3
15,3,192,133,2,ladder,1,2,2
15,3,126,167,2,trash can,0,2,3
15,3,147,146,3,nailclippers,1,2,2
15,3,26,52,4,licorice,1,2,2
15,3,167,126,2,nail clippers,1,1,NA
15,3,146,147,3,wall,0,2,2
15,3,69,30,1,umbrella,0,3,2
15,3,121,61,3,mug,1,3,3
15,3,133,192,2,chip,1,3,3
15,3,95,66,1,guitar,0,3,2
15,3,47,31,4,deodorant,1,NA,NA
15,4,113,76,3,toaster oven,0,2,3
15,4,187,2,4,flannel,1,2,NA
15,4,99,56,4,spoon,1,3,2
15,4,155,141,1,silverwear,1,NA,3
15,4,7,119,1,battery,0,2,2
15,4,139,14,2,bobby pin,1,NA,3
15,4,34,4,3,tiles,1,2,3
15,4,80,50,2,stick,1,3,2
15,4,56,99,4,butterfly,1,NA,3
15,4,119,7,1,film canister,0,2,0
15,4,50,80,2,dresser,1,2,3
15,4,141,155,1,spoon,0,3,3
15,4,2,187,4,a plant,1,0,2
15,4,4,34,3,suit jacket,1,3,NA
15,4,76,113,3,shower head,0,2,2
15,4,14,139,2,tweasers,1,3,NA
15,5,143,128,4,highheel,1,NA,NA
15,5,103,11,1,welcome mat,1,2,2
15,5,71,20,4,bike,1,3,3
15,5,98,78,1,dress shirt,1,3,3
15,5,32,122,2,chain,0,3,3
15,5,150,156,3,teapot,1,NA,NA
15,5,44,43,2,mattress,1,2,2
15,5,88,40,3,frying pan,1,3,3
15,5,128,143,4,suitcase,1,2,2
15,5,43,44,2,soap,1,3,3
15,5,11,103,1,baby carrier,1,3,3
15,5,122,32,2,fishing rod,0,3,3
15,5,78,98,1,sweater,1,0,1
15,5,20,71,4,folder,0,NA,NA
15,5,40,88,3,crib,1,2,2
15,5,156,150,3,ice tray,1,2,2
15,6,174,131,2,pants,0,3,3
15,6,154,176,4,ladle,1,NA,3
15,6,62,123,1,watering can,1,3,3
15,6,72,89,3,towel,1,2,NA
15,6,104,1,1,paper towels,1,2,3
15,6,13,16,3,folder,1,2,3
15,6,79,59,2,sunglasses,1,3,3
15,6,165,45,4,mousetrap,1,3,1
15,6,16,13,3,book,1,2,2
15,6,1,104,1,butter,0,3,2
15,6,131,174,2,glove,1,NA,3
15,6,89,72,3,sponge,1,NA,2
15,6,45,165,4,cuttingboard,1,3,2
15,6,123,62,1,desk,1,2,2
15,6,59,79,2,car key,0,3,NA
15,6,176,154,4,paperclip,1,1,0
15,7,60,191,1,wire,0,2,1
15,7,53,23,3,graham cracker,0,2,2
15,7,117,135,4,plane,1,3,3
15,7,145,15,2,saw,0,NA,NA
15,7,90,57,3,speaker,1,3,3
15,7,58,74,4,electric mixer,1,3,3
15,7,172,170,1,paintbrush,1,3,3
15,7,188,186,2,camera lens,1,2,2
15,7,186,188,2,bird house,0,3,3
15,7,191,60,1,cable,1,1,NA
15,7,74,58,4,tire,1,NA,1
15,7,170,172,1,notebook,0,2,2
15,7,57,90,3,foldable nail and hair comb tool,1,2,2
15,7,15,145,2,waffle maker,0,0,NA
15,7,23,53,3,shopping basket,1,3,3
15,7,135,117,4,hanger,1,3,3
15,8,8,153,2,pogo stick,1,3,3
15,8,73,68,2,utensil,0,2,2
15,8,81,96,1,baby carriage,0,3,1
15,8,151,97,1,key,1,3,3
15,8,159,162,3,pliers,1,NA,NA
15,8,157,33,4,hammer,1,3,3
15,8,144,140,4,marker,1,3,3
15,8,39,18,3,computer keypad,0,1,3
15,8,33,157,4,office chair,1,2,2
15,8,153,8,2,knife,1,3,2
15,8,140,144,4,hammer,1,NA,NA
15,8,97,151,1,scissors,1,NA,2
15,8,68,73,2,antique vasw,1,2,3
15,8,18,39,3,iphone,1,1,NA
15,8,96,81,1,truck,0,3,2
15,8,162,159,3,iron,0,2,3
16,1,124,100,3,magnifying glass,1,3,3
16,1,107,64,2,faucet,0,3,3
16,1,3,6,4,balloon,1,3,3
16,1,177,179,2,paper towels,1,3,3
16,1,161,163,3,pen,1,3,3
16,1,118,115,1,hat,1,NA,0
16,1,86,29,4,high heel,1,3,3
16,1,181,184,1,clipboard,0,NA,0
16,1,115,118,1,purse,1,0,NA
16,1,163,161,3,shoe,1,3,3
16,1,29,86,4,candlestick,1,3,3
16,1,64,107,2,clock,1,3,3
16,1,179,177,2,yoga mat,0,3,3
16,1,6,3,4,lightswitch,1,3,3
16,1,100,124,3,satelite,1,3,3
16,1,184,181,1,lunchbox,1,0,NA
16,2,102,110,2,wrench,1,3,3
16,2,183,185,3,can,1,3,3
16,2,111,125,1,mirror,0,3,0
16,2,137,28,3,drum,1,3,3
16,2,166,129,2,nail,1,3,3
16,2,85,25,4,stool,1,0,3
16,2,189,19,1,pen,0,3,NA
16,2,37,112,4,comb,1,NA,3
16,2,185,183,3,lock,1,3,3
16,2,19,189,1,necklace,1,3,NA
16,2,112,37,4,rake,1,3,3
16,2,110,102,2,wineglass,0,0,3
16,2,25,85,4,calculator,1,NA,3
16,2,129,166,2,cheese grater,1,3,3
16,2,125,111,1,corkscrew,0,3,NA
16,2,28,137,3,candle,1,3,3
16,3,30,69,2,cane,1,3,3
16,3,31,47,1,corckscrew,0,3,3
16,3,52,26,1,pillow,0,3,3
16,3,66,95,2,shoe,1,3,3
16,3,126,167,3,woodstove,1,3,3
16,3,192,133,3,ladder,1,3,3
16,3,61,121,4,wineglass,1,NA,NA
16,3,147,146,4,holepuncher,1,3,3
16,3,146,147,4,doorhinge,1,NA,NA
16,3,26,52,1,camera,1,3,3
16,3,133,192,3,guitar,1,3,3
16,3,167,126,3,nailclipper,1,3,3
16,3,47,31,1,die,1,NA,NA
16,3,121,61,4,coffeemug,1,3,3
16,3,69,30,2,umbrella,1,3,3
16,3,95,66,2,harmonica,1,0,0
16,4,155,141,2,bell,1,3,3
16,4,7,119,2,battery,1,3,3
16,4,187,2,1,bag,0,3,2
16,4,99,56,1,pill,1,0,3
16,4,34,4,4,chessboard,1,3,3
16,4,113,76,4,radio,1,NA,3
16,4,139,14,3,bobbypin,1,3,3
16,4,80,50,3,sundial,1,3,3
16,4,50,80,3,drawer,1,NA,NA
16,4,2,187,1,backpack,0,3,NA
16,4,56,99,1,flower,1,3,3
16,4,4,34,4,bandana,1,3,0
16,4,14,139,3,binoculars,1,3,3
16,4,76,113,4,thimble,1,3,0
16,4,119,7,2,telescope,1,3,3
16,4,141,155,2,purse,1,NA,3
16,5,71,20,1,rug,1,0,NA
16,5,98,78,2,scarf,1,3,3
16,5,143,128,1,highheel,1,3,3
16,5,32,122,3,chain,1,3,3
16,5,103,11,2,rug,1,2,3
16,5,44,43,3,mirror,0,3,3
16,5,150,156,4,teapot,1,3,3
16,5,88,40,4,spoon,1,3,3
16,5,43,44,3,bat,1,3,3
16,5,78,98,2,sweater,1,3,3
16,5,122,32,3,lure,1,0,NA
16,5,156,150,4,icetray,1,NA,0
16,5,128,143,1,suitcase,0,NA,NA
16,5,11,103,2,bandana,1,3,3
16,5,20,71,1,suitcase,1,3,3
16,5,40,88,4,cookie cutter,1,3,3
16,6,174,131,3,jeans,1,3,3
16,6,79,59,3,sunglasses,1,NA,2
16,6,13,16,4,binder,1,3,3
16,6,72,89,4,towel,1,0,NA
16,6,104,1,2,paint roller,1,3,0
16,6,154,176,1,spoon,1,3,3
16,6,165,45,1,diary,1,3,3
16,6,62,123,2,watering can,1,3,3
16,6,16,13,4,book,1,3,NA
16,6,176,154,1,paperclip,0,NA,3
16,6,131,174,3,glove,1,3,3
16,6,45,165,1,frisbee,0,3,3
16,6,59,79,3,car keys,1,NA,3
16,6,123,62,2,helmet,1,3,NA
16,6,1,104,2,teapot,1,3,3
16,6,89,72,4,sponge,1,3,3
16,7,58,74,1,drain,1,3,3
16,7,90,57,4,speaker,1,3,3
16,7,53,23,4,floss,0,2,3
16,7,145,15,3,circuit board,0,3,3
16,7,117,135,1,airplane,1,3,3
16,7,188,186,3,record,1,3,3
16,7,172,170,2,ethernet cable,1,3,3
16,7,60,191,2,ethernet cable,1,0,NA
16,7,186,188,3,lantern,1,3,3
16,7,135,117,1,bell,1,3,3
16,7,57,90,4,circuitboard,1,3,3
16,7,170,172,2,notebook,1,NA,NA
16,7,191,60,2,hose,1,3,3
16,7,15,145,3,blender,1,NA,NA
16,7,23,53,4,bucket,1,3,3
16,7,74,58,1,wheel,1,NA,0
16,8,73,68,3,screwdriver,1,3,0
16,8,8,153,3,bed,1,NA,3
16,8,144,140,1,marker,0,NA,3
16,8,159,162,4,trombone,0,3,3
16,8,151,97,2,key,1,3,3
16,8,39,18,4,calendar,0,3,3
16,8,81,96,2,stroller,1,3,3
16,8,157,33,1,axe,1,3,3
16,8,96,81,2,truck,1,3,NA
16,8,33,157,1,chair,0,3,3
16,8,153,8,3,match,1,0,3
16,8,140,144,1,hammer,1,3,0
16,8,97,151,2,scissors,1,3,3
16,8,68,73,3,vase,1,NA,3
16,8,18,39,4,book,0,3,NA
16,8,162,159,4,mixer,1,3,3
17,1,86,29,1,handle,0,0,0
17,1,181,184,2,chip,1,0,0
17,1,124,100,4,handke,1,3,3
17,1,118,115,2,surface,1,3,3
17,1,161,163,4,pen,1,3,3
17,1,107,64,3,bowl,1,2,2
17,1,3,6,1,planets,1,0,0
17,1,177,179,3,toilet paper,1,0,2
17,1,184,181,2,cloth,0,3,3
17,1,100,124,4,satellite,1,3,3
17,1,179,177,3,bandage,1,2,2
17,1,6,3,1,xray,1,NA,NA
17,1,64,107,3,watch,1,2,3
17,1,115,118,2,leather,1,3,0
17,1,163,161,4,shoes,1,3,3
17,1,29,86,1,chalice,0,0,0
17,2,137,28,4,flask,1,0,3
17,2,85,25,1,screw,0,3,NA
17,2,189,19,2,inky,1,3,3
17,2,37,112,1,comb,1,NA,0
17,2,102,110,3,sasddle,0,0,3
17,2,166,129,3,nail,1,2,2
17,2,111,125,2,binky,1,0,3
17,2,183,185,4,corkscrew,0,2,3
17,2,125,111,2,corkscrew,1,3,3
17,2,112,37,1,rake,0,3,NA
17,2,25,85,1,calcluator,1,2,NA
17,2,28,137,4,candle,1,0,3
17,2,129,166,3,knot,1,0,2
17,2,19,189,2,binky,1,3,3
17,2,185,183,4,psot,1,3,3
17,2,110,102,3,saddle,0,3,3
17,3,30,69,3,stick,0,3,2
17,3,126,167,4,platform,1,3,3
17,3,31,47,2,cellphone,1,NA,NA
17,3,61,121,1,bottle,0,3,3
17,3,192,133,4,ladder,1,3,3
17,3,147,146,1,shiny object,0,3,3
17,3,52,26,2,bin,1,NA,NA
17,3,66,95,3,cloth,0,2,2
17,3,26,52,2,drum,0,3,3
17,3,146,147,1,cup,1,NA,NA
17,3,47,31,2,pick,1,2,2
17,3,121,61,1,mug,1,3,3
17,3,133,192,4,guitar,1,3,2
17,3,167,126,4,nail clipper,1,0,0
17,3,95,66,3,recorder,1,3,3
17,3,69,30,3,device,1,3,3
17,4,7,119,3,battery,1,3,2
17,4,34,4,1,saw,1,2,2
17,4,187,2,2,backpack,0,NA,NA
17,4,113,76,1,clothes pin,0,3,3
17,4,80,50,4,sundail,1,NA,3
17,4,99,56,2,paper,0,3,NA
17,4,139,14,4,bobby pin,1,2,3
17,4,155,141,3,saw,0,3,3
17,4,4,34,1,game,0,NA,3
17,4,56,99,2,cloth,1,3,3
17,4,50,80,4,drawer,1,0,3
17,4,2,187,2,backpack,0,3,0
17,4,141,155,3,dress,0,2,3
17,4,76,113,1,sieve,0,3,0
17,4,119,7,3,pill,1,3,2
17,4,14,139,4,shades,1,2,2
17,5,103,11,3,carpet,1,2,1
17,5,32,122,4,chain,0,3,3
17,5,143,128,2,high heels,0,NA,0
17,5,98,78,3,scarf,1,3,3
17,5,44,43,4,crib,1,0,0
17,5,88,40,1,spoon,0,3,3
17,5,150,156,1,cloth,0,3,3
17,5,71,20,2,picture,1,3,3
17,5,128,143,2,briefcase,1,2,2
17,5,40,88,1,truck,1,0,0
17,5,20,71,2,item,1,3,3
17,5,156,150,1,ice cubes,1,3,3
17,5,43,44,4,crayon,1,2,1
17,5,11,103,3,leather,1,3,3
17,5,122,32,4,bait,1,NA,0
17,5,78,98,3,sweater,1,2,2
17,6,154,176,2,ladle,1,3,3
17,6,104,1,3,plgu,0,2,2
17,6,13,16,1,book,1,3,NA
17,6,62,123,3,watering can,1,1,3
17,6,79,59,4,sunglasses,1,0,3
17,6,174,131,4,jacket,1,0,3
17,6,165,45,2,mousetrap,0,3,3
17,6,72,89,1,towel,1,3,NA
17,6,59,79,4,car keys,1,0,NA
17,6,131,174,4,gloves,1,3,2
17,6,45,165,2,scales,1,3,1
17,6,89,72,1,sponge,0,2,NA
17,6,16,13,1,folder,0,3,3
17,6,123,62,3,helmet,1,1,1
17,6,1,104,3,bulb,0,0,3
17,6,176,154,2,pin,1,3,3
17,7,145,15,4,router,1,2,2
17,7,188,186,4,record,1,3,3
17,7,60,191,3,cable wires,1,3,3
17,7,172,170,3,pencil,0,NA,NA
17,7,58,74,2,tires,0,3,2
17,7,90,57,1,speaker,1,1,1
17,7,117,135,2,bike,0,NA,NA
17,7,53,23,1,cement,1,3,3
17,7,15,145,4,yatch,1,NA,NA
17,7,74,58,2,tires,1,1,2
17,7,57,90,1,chip,0,NA,NA
17,7,191,60,3,wire,1,3,3
17,7,135,117,2,cablew,0,2,0
17,7,170,172,3,notebook,1,3,3
17,7,23,53,1,collection bin,0,3,3
17,7,186,188,4,lamp,1,3,3
17,8,39,18,1,book,0,NA,3
17,8,151,97,3,key,1,3,0
17,8,81,96,3,stroller,1,NA,NA
17,8,144,140,2,marker,1,3,NA
17,8,159,162,1,pincer,0,1,2
17,8,73,68,4,toothbrush,1,3,3
17,8,8,153,4,bed,1,3,1
17,8,157,33,2,axe,1,0,0
17,8,140,144,2,hammer,0,3,3
17,8,33,157,2,office chair,1,NA,3
17,8,162,159,1,iron,0,2,3
17,8,68,73,4,vase,1,2,3
17,8,96,81,3,truck,1,3,3
17,8,153,8,4,handle,1,2,1
17,8,97,151,3,scissors,1,3,3
17,8,18,39,1,table,0,NA,NA
18,1,181,184,3,guitar,1,0,0
18,1,161,163,1,flashlight,1,0,NA
18,1,124,100,1,magnifying glass,0,NA,NA
18,1,86,29,2,seat,0,3,3
18,1,3,6,2,beach,1,3,3
18,1,107,64,4,ring,1,3,3
18,1,118,115,3,microphone,0,0,3
18,1,177,179,4,gauze,0,3,3
18,1,6,3,2,toilet,0,3,3
18,1,115,118,3,flower,0,0,3
18,1,64,107,4,watch,1,3,3
18,1,179,177,4,gauze,1,3,3
18,1,100,124,1,tennis racket,1,0,NA
18,1,163,161,1,tire,1,0,NA
18,1,184,181,3,gauze,1,0,3
18,1,29,86,2,lamp,1,3,3
18,2,166,129,4,nail,1,NA,3
18,2,102,110,4,flask,1,3,3
18,2,183,185,1,ring,1,3,NA
18,2,137,28,1,flask,1,3,NA
18,2,85,25,2,nail,0,3,3
18,2,189,19,3,lamp,1,3,0
18,2,37,112,2,comb,1,NA,3
18,2,111,125,3,brush,0,3,3
18,2,110,102,4,socks,0,3,3
18,2,19,189,3,toys,0,NA,0
18,2,28,137,1,flask,1,NA,NA
18,2,112,37,2,comb,0,3,3
18,2,125,111,3,cork,0,3,0
18,2,25,85,2,calculator,1,3,3
18,2,129,166,4,fish,1,3,3
18,2,185,183,1,microphone,1,0,NA
18,3,147,146,2,wrench,1,NA,NA
18,3,52,26,3,wrench,0,3,3
18,3,31,47,3,lighrt switch,0,NA,NA
18,3,126,167,1,radio,0,0,3
18,3,192,133,1,chimes,0,3,0
18,3,61,121,2,scythe,0,0,0
18,3,66,95,4,balls,0,NA,NA
18,3,30,69,4,cane,1,NA,NA
18,3,69,30,4,umbrella,1,3,3
18,3,146,147,2,ax,1,3,3
18,3,47,31,3,fan,1,3,3
18,3,95,66,4,glove,1,3,3
18,3,26,52,3,hose,1,0,3
18,3,167,126,1,suit case,1,3,3
18,3,133,192,1,banjo,1,3,3
18,3,121,61,2,computer,1,3,0
18,4,34,4,2,notebook,1,3,0
18,4,187,2,3,backpack,0,3,0
18,4,7,119,4,battery,1,3,0
18,4,113,76,2,flask,0,3,3
18,4,139,14,1,banjo,0,3,0
18,4,80,50,1,tools,0,3,3
18,4,99,56,3,knife,1,0,NA
18,4,155,141,4,umbrella,1,0,3
18,4,141,155,4,seat,1,NA,3
18,4,50,80,1,dresser,1,NA,3
18,4,56,99,3,lamp,0,3,0
18,4,2,187,3,backpack,0,0,0
18,4,119,7,4,clutch,1,NA,0
18,4,76,113,2,grater,1,3,0
18,4,14,139,1,battery,1,NA,0
18,4,4,34,2,umbrella,1,3,0
18,5,98,78,4,headband,1,0,3
18,5,103,11,4,grate,1,0,0
18,5,88,40,2,lamp,1,NA,NA
18,5,71,20,3,globe,1,0,3
18,5,150,156,2,laundry,1,0,NA
18,5,44,43,1,toothbrush,1,0,3
18,5,32,122,1,chain,1,0,2
18,5,143,128,3,heel,1,0,0
18,5,128,143,3,heel,0,3,3
18,5,11,103,4,hoodie,0,3,3
18,5,40,88,2,records,0,0,0
18,5,156,150,2,ice cube tray,1,0,0
18,5,20,71,3,clothes,0,0,NA
18,5,43,44,1,crayon,1,3,0
18,5,78,98,4,sweater,0,3,3
18,5,122,32,1,bait,0,3,3
18,6,104,1,4,roller,1,3,3
18,6,72,89,2,sponge,1,NA,0
18,6,165,45,3,radio,0,NA,3
18,6,174,131,1,gloves,0,2,0
18,6,62,123,4,teapot,1,3,3
18,6,79,59,1,sunglasses,0,3,0
18,6,154,176,3,pliers,0,3,0
18,6,13,16,2,book,1,3,3
18,6,123,62,4,table,0,3,NA
18,6,45,165,3,ring,1,0,3
18,6,131,174,1,glove,0,3,3
18,6,16,13,2,rolling pin,0,0,3
18,6,176,154,3,trumpet,1,0,NA
18,6,1,104,4,light bulb,0,0,3
18,6,59,79,1,sunglasses,1,0,0
18,6,89,72,2,sponge,1,NA,0
18,7,117,135,3,tool,1,3,NA
18,7,53,23,2,table,0,3,3
18,7,58,74,3,tires,0,3,3
18,7,188,186,1,record,0,3,3
18,7,60,191,4,hose,1,3,3
18,7,90,57,2,speaker,1,0,0
18,7,145,15,1,glasses,1,NA,NA
18,7,172,170,4,stylus,1,0,0
18,7,135,117,3,record,1,3,3
18,7,15,145,1,car,1,0,0
18,7,170,172,4,notebook,1,3,3
18,7,23,53,2,bucket,1,3,3
18,7,191,60,4,ethernet cord,0,0,0
18,7,57,90,2,computer chip,1,0,0
18,7,186,188,1,clock,1,0,0
18,7,74,58,3,tire,1,NA,NA
18,8,81,96,4,saddle,1,3,3
18,8,8,153,1,table,1,0,3
18,8,73,68,1,lamp,0,0,0
18,8,144,140,3,marker,1,0,NA
18,8,151,97,4,key,0,3,3
18,8,39,18,2,book,1,3,3
18,8,159,162,2,wrench,0,3,NA
18,8,157,33,3,ax,1,3,3
18,8,96,81,4,truck,1,0,3
18,8,162,159,2,chainsaw,0,0,3
18,8,97,151,4,scissors,1,3,0
18,8,18,39,2,glove,0,NA,3
18,8,140,144,3,hammer,1,NA,NA
18,8,153,8,1,brush,1,3,3
18,8,33,157,3,hooks,0,0,0
18,8,68,73,1,lamp,1,NA,NA
19,1,161,163,2,xray,0,0,0
19,1,177,179,1,wood,1,0,NA
19,1,107,64,1,clock,0,0,NA
19,1,181,184,4,instrument,0,3,3
19,1,118,115,4,NA,0,3,3
19,1,3,6,3,moon,0,2,2
19,1,124,100,2,knot,0,0,0
19,1,86,29,3,glass,0,2,2
19,1,6,3,3,sun,0,2,2
19,1,179,177,1,violin,1,NA,NA
19,1,29,86,3,candlestick,1,2,2
19,1,100,124,2,phone,1,0,0
19,1,163,161,2,show,1,0,0
19,1,64,107,1,clock,0,NA,0
19,1,115,118,4,boot,0,3,3
19,1,184,181,4,radop,1,3,3
19,2,102,110,1,unsure,1,2,NA
19,2,183,185,2,wrencgh,0,2,0
19,2,111,125,4,rattle,1,0,3
19,2,85,25,3,nail,0,NA,2
19,2,189,19,4,flashlight,0,2,3
19,2,166,129,1,spring,1,NA,NA
19,2,37,112,3,comb,1,3,3
19,2,137,28,2,flask,0,0,0
19,2,185,183,2,microphone,0,0,0
19,2,112,37,3,rake,1,NA,3
19,2,125,111,4,bottle opener,1,0,3
19,2,129,166,1,jump rope,0,3,NA
19,2,110,102,1,phone,1,3,0
19,2,19,189,4,bracelet,1,3,3
19,2,25,85,3,calculator,1,2,3
19,2,28,137,2,flask,0,0,0
19,3,192,133,2,ladder,1,3,3
19,3,30,69,1,cane,1,0,0
19,3,126,167,2,fireplace,1,2,2
19,3,52,26,4,camera,0,3,3
19,3,147,146,3,unsure,0,0,0
19,3,66,95,1,show,1,3,3
19,3,61,121,3,wine glass,0,3,2
19,3,31,47,4,cell phone,0,0,0
19,3,47,31,4,cell phone,0,3,3
19,3,69,30,1,umbrella,1,NA,0
19,3,133,192,2,guitar,1,3,3
19,3,26,52,4,camera,1,0,0
19,3,167,126,2,nail clippers,1,0,NA
19,3,146,147,3,not sure,1,NA,0
19,3,121,61,3,mug,1,3,3
19,3,95,66,1,teeth,1,NA,0
19,4,99,56,4,NA,1,3,0
19,4,80,50,2,sundial,0,0,3
19,4,7,119,1,battery,0,3,3
19,4,139,14,2,camera,0,3,0
19,4,34,4,3,piano,1,2,0
19,4,187,2,4,backpack,0,NA,0
19,4,113,76,3,radio,1,3,3
19,4,155,141,1,violi n,0,3,NA
19,4,14,139,2,camera,1,2,3
19,4,50,80,2,dresser,0,0,2
19,4,56,99,4,unsure,0,0,0
19,4,76,113,3,grater,1,0,2
19,4,141,155,1,jacket,1,0,NA
19,4,119,7,1,flashlight,1,0,NA
